msa,"totalvotes, 2020","totalvotes, 2024","trump votecount, 2020","trump votecount, 2024","trump %, 2020","trump %, 2024",2020-2024 swing,category,cumulative biden inflation,_merge
amsterdam,21246.0,20118.0,12745.0,12929.0,59.98776240233455,64.26583159359778,4.278069191263228,,,left_only
anderson creek,58293.0,63757.0,35177.0,39440.0,60.345152934314584,61.85987420989068,1.5147212755760933,,,left_only
andrews,5863.0,6066.0,4943.0,5205.0,84.30837455227699,85.80613254203759,1.4977579897606006,,,left_only
angola,16162.0,16409.0,11327.0,11487.0,70.08414800148498,70.00426595161193,-0.07988204987304925,,,left_only
ann arbor,216418.0,222169.0,56241.0,58844.0,25.98720993632692,26.48614343135181,0.4989334950248896,,,left_only
anniston-oxford,50983.0,48653.0,35101.0,34912.0,68.84843967597043,71.75713727827677,2.908697602306347,,,left_only
appleton,138796.0,144848.0,76541.0,80315.0,55.14640191359982,55.447779741522154,0.30137782792233736,,,left_only
arcadia,12659.0,12525.0,8313.0,8888.0,65.66869420965321,70.9620758483034,5.293381638650189,,,left_only
ardmore,19479.0,19488.0,14699.0,14945.0,75.46075260536989,76.6882183908046,1.2274657854347026,,,left_only
arkadelphia,8395.0,7657.0,4616.0,4526.0,54.98511018463371,59.10931174089069,4.124201556256978,,,left_only
arkansas city-winfield,14231.0,13245.0,9656.0,9171.0,67.85187267233505,69.24122310305776,1.3893504307227147,,,left_only
asheville,243016.0,244105.0,110423.0,106788.0,45.438571945880106,43.74674832551566,-1.6918236203644454,,,left_only
ashland,26405.0,26730.0,19407.0,19863.0,73.49744366597236,74.30976430976432,0.8123206437919634,,,left_only
astoria,23910.0,23290.0,10218.0,9913.0,42.73525721455458,42.563331902103904,-0.171925312450675,,,left_only
atchison,7440.0,7214.0,4906.0,4866.0,65.94086021505376,67.45217632381481,1.5113161087610507,,,left_only
athens,90752.0,94788.0,62438.0,67506.0,68.80068758815233,71.21787568046588,2.417188092313552,,,left_only
athens-clarke county,99569.0,106150.0,47960.0,53679.0,48.16760236619832,50.56900612341026,2.401403757211945,,,left_only
atlanta-sandy springs-roswell,2959653.0,3101040.0,1234949.0,1318921.0,41.7261415442959,42.53157005391739,0.8054285096214926,apparel,11.248569744460992,both
atlanta-sandy springs-roswell,2959653.0,3101040.0,1234949.0,1318921.0,41.7261415442959,42.53157005391739,0.8054285096214926,education and communication,0.5167921970057349,both
atlanta-sandy springs-roswell,2959653.0,3101040.0,1234949.0,1318921.0,41.7261415442959,42.53157005391739,0.8054285096214926,food,19.433806645472835,both
atlanta-sandy springs-roswell,2959653.0,3101040.0,1234949.0,1318921.0,41.7261415442959,42.53157005391739,0.8054285096214926,medical care,5.97514184252417,both
atlanta-sandy springs-roswell,2959653.0,3101040.0,1234949.0,1318921.0,41.7261415442959,42.53157005391739,0.8054285096214926,motor fuel,37.07405910609324,both
atlanta-sandy springs-roswell,2959653.0,3101040.0,1234949.0,1318921.0,41.7261415442959,42.53157005391739,0.8054285096214926,recreation,12.727211221866408,both
atlanta-sandy springs-roswell,2959653.0,3101040.0,1234949.0,1318921.0,41.7261415442959,42.53157005391739,0.8054285096214926,rent,30.74194540188035,both
atlanta-sandy springs-roswell,2959653.0,3101040.0,1234949.0,1318921.0,41.7261415442959,42.53157005391739,0.8054285096214926,transportation,33.67545209696037,both
atlantic city-hammonton,197745.0,180643.0,97596.0,96327.0,49.35447166805735,53.324512989708985,3.9700413216516353,,,left_only
auburn,56388.0,55319.0,33749.0,34336.0,59.85138681989076,62.06909018601204,2.2177033661212775,,,left_only
auburn-opelika,80172.0,80961.0,43762.0,47702.0,54.58514194481864,58.91972678203086,4.334584837212219,,,left_only
augusta-richmond county,291873.0,296353.0,151315.0,158961.0,51.84275352636249,53.639072322534275,1.7963187961717821,,,left_only
augusta-waterville,72615.0,72886.0,34721.0,36589.0,47.815189699097985,50.20031281727629,2.3851231181783064,,,left_only
austin,19345.0,18969.0,10025.0,10297.0,51.82217627293875,54.283304338657814,2.461128065719066,,,left_only
austin-round rock-san marcos,1059163.0,1074971.0,377293.0,416716.0,35.6218070306459,38.76532483201872,3.1435178013728233,,,left_only
bainbridge,11627.0,11549.0,6758.0,7140.0,58.123333620022365,61.823534505151954,3.70020088512959,,,left_only
baker city,9932.0,9694.0,7352.0,7060.0,74.02335884011276,72.82855374458428,-1.19480509552848,,,left_only
bakersfield-delano,305292.0,283246.0,164484.0,167879.0,53.87759915097677,59.26968077219096,5.392081621214189,,,left_only
baltimore-columbia-towson,1423875.0,1191866.0,507676.0,493400.0,35.65453428145027,41.39727116974559,5.742736888295326,apparel,-0.138063894686143,both
baltimore-columbia-towson,1423875.0,1191866.0,507676.0,493400.0,35.65453428145027,41.39727116974559,5.742736888295326,education and communication,5.7040859881261845,both
baltimore-columbia-towson,1423875.0,1191866.0,507676.0,493400.0,35.65453428145027,41.39727116974559,5.742736888295326,food,22.21399111873181,both
baltimore-columbia-towson,1423875.0,1191866.0,507676.0,493400.0,35.65453428145027,41.39727116974559,5.742736888295326,medical care,7.225449757570834,both
baltimore-columbia-towson,1423875.0,1191866.0,507676.0,493400.0,35.65453428145027,41.39727116974559,5.742736888295326,motor fuel,29.541599134325946,both
baltimore-columbia-towson,1423875.0,1191866.0,507676.0,493400.0,35.65453428145027,41.39727116974559,5.742736888295326,recreation,19.417160419505088,both
baltimore-columbia-towson,1423875.0,1191866.0,507676.0,493400.0,35.65453428145027,41.39727116974559,5.742736888295326,rent,19.84845175031401,both
baltimore-columbia-towson,1423875.0,1191866.0,507676.0,493400.0,35.65453428145027,41.39727116974559,5.742736888295326,transportation,42.224148991620226,both
bangor,86133.0,87073.0,44825.0,47438.0,52.041610068150426,54.4807230714458,2.4391130032953754,,,left_only
baraboo,36203.0,37584.0,17493.0,18798.0,48.31920006629285,50.01596424010217,1.6967641738093207,,,left_only
barnstable town,151512.0,148785.0,55311.0,57451.0,36.50601932520197,38.61343549416944,2.107416168967468,,,left_only
barre,35325.0,35369.0,8707.0,9327.0,24.648266100495402,26.370550482060562,1.72228438156516,,,left_only
bartlesville,23501.0,23174.0,17076.0,16836.0,72.66073784094293,72.65038405109175,-0.010353789851180295,,,left_only
batavia,29431.0,27919.0,18876.0,18580.0,64.13645475858787,66.54966152082811,2.413206762240236,,,left_only
batesville,14512.0,14011.0,11250.0,11023.0,77.5220507166483,78.67389907929484,1.1518483626465468,,,left_only
battle creek,66281.0,68590.0,36221.0,38606.0,54.647636577601425,56.28517276570929,1.637536188107866,,,left_only
bay city,73982.0,74665.0,42970.0,44749.0,58.08169554756562,59.93303421951383,1.8513386719482057,,,left_only
beatrice,11068.0,10965.0,7445.0,7523.0,67.2659920491507,68.60921112631098,1.3432190771602848,,,left_only
beaumont-port arthur,158388.0,150967.0,100614.0,101478.0,63.523751799378736,67.21866368146681,3.6949118820880713,,,left_only
beaver dam,48436.0,50300.0,31355.0,33067.0,64.73490791972912,65.73956262425448,1.0046547045253504,,,left_only
beckley,49968.0,46586.0,36253.0,34554.0,72.55243355747677,74.17249817541752,1.6200646179407414,,,left_only
bedford,21025.0,21220.0,15601.0,15830.0,74.20214030915577,74.59943449575871,0.3972941866029487,,,left_only
beeville,9420.0,8800.0,6006.0,6111.0,63.757961783439484,69.44318181818183,5.685220034742343,,,left_only
bellefontaine,23368.0,23512.0,17964.0,18182.0,76.87435809654228,77.33072473630487,0.4563666397625923,,,left_only
bellingham,138620.0,137868.0,50489.0,49213.0,36.42259414225941,35.69573795224418,-0.7268561900152335,,,left_only
bemidji,24189.0,24874.0,12188.0,12898.0,50.386539336061844,51.85334083782263,1.4668015017607843,,,left_only
bend,152595.0,155422.0,74122.0,74316.0,48.57433074478194,47.81562455765593,-0.758706187126009,,,left_only
bennington,19357.0,20710.0,6724.0,7697.0,34.73678772537067,37.16562047320135,2.4288327478306826,,,left_only
big rapids,21049.0,22521.0,13267.0,14445.0,63.02912252363533,64.14013587318502,1.1110133495496868,,,left_only
big spring,10241.0,9650.0,8054.0,7817.0,78.64466360706962,81.00518134715026,2.3605177400806383,,,left_only
billings,96597.0,94594.0,59702.0,59878.0,61.80523204654389,63.299997885700996,1.494765839157104,,,left_only
binghamton,118664.0,115465.0,58591.0,59705.0,49.37554776511831,51.70830987745204,2.332762112333725,,,left_only
birmingham,572902.0,543897.0,329032.0,321600.0,57.432510272262974,59.12884240950033,1.6963321372373557,,,left_only
bishop,9484.0,8951.0,4620.0,4468.0,48.71362294390553,49.91621047927606,1.202587535370533,,,left_only
bismarck,68438.0,70386.0,47905.0,50343.0,69.99766211753705,71.52416673770352,1.5265046201664774,,,left_only
blackfoot,19996.0,20651.0,15295.0,16188.0,76.49029805961193,78.388455764854,1.8981577052420704,,,left_only
blacksburg-christiansburg-radford,87333.0,83726.0,48643.0,48564.0,55.698304192000734,58.003487566586244,2.3051833745855106,,,left_only
bloomington,160057.0,156593.0,69859.0,68654.0,43.64632599636379,43.84231734496433,0.19599134860053624,,,left_only
bloomsburg-berwick,31171.0,32709.0,20098.0,21190.0,64.47659683680344,64.78339294995261,0.30679611314917565,,,left_only
bluefield,45286.0,43551.0,35968.0,35083.0,79.42410457978183,80.55612959518726,1.132025015405432,,,left_only
blytheville,12342.0,10717.0,7296.0,6963.0,59.11521633446767,64.97154054306242,5.856324208594749,,,left_only
boise city,369319.0,388926.0,207713.0,233049.0,56.24216463274296,59.921167522870675,3.6790028901277125,,,left_only
bonham,15007.0,16395.0,12171.0,13648.0,81.10215232891316,83.24489173528514,2.142739406371973,,,left_only
boone,32220.0,33095.0,14451.0,15254.0,44.85102420856611,46.091554615500826,1.2405304069347167,,,left_only
borger,8773.0,8256.0,7681.0,7273.0,87.55271856833467,88.09350775193798,0.5407891836033087,,,left_only
boston-cambridge-newton,2618492.0,2482071.0,803274.0,858680.0,30.676969797883668,34.59530367987056,3.918333881986893,apparel,16.298093700039775,both
boston-cambridge-newton,2618492.0,2482071.0,803274.0,858680.0,30.676969797883668,34.59530367987056,3.918333881986893,education and communication,3.334143434133018,both
boston-cambridge-newton,2618492.0,2482071.0,803274.0,858680.0,30.676969797883668,34.59530367987056,3.918333881986893,food,19.084024222655145,both
boston-cambridge-newton,2618492.0,2482071.0,803274.0,858680.0,30.676969797883668,34.59530367987056,3.918333881986893,medical care,,both
boston-cambridge-newton,2618492.0,2482071.0,803274.0,858680.0,30.676969797883668,34.59530367987056,3.918333881986893,motor fuel,41.905280022359854,both
boston-cambridge-newton,2618492.0,2482071.0,803274.0,858680.0,30.676969797883668,34.59530367987056,3.918333881986893,recreation,1.357918318111316,both
boston-cambridge-newton,2618492.0,2482071.0,803274.0,858680.0,30.676969797883668,34.59530367987056,3.918333881986893,rent,22.195209724499183,both
boston-cambridge-newton,2618492.0,2482071.0,803274.0,858680.0,30.676969797883668,34.59530367987056,3.918333881986893,transportation,26.03741016392918,both
boulder,206111.0,196150.0,42501.0,40758.0,20.620442382987807,20.778995666581697,0.1585532835938892,,,left_only
bowling green,76967.0,78499.0,49164.0,52639.0,63.876726389231756,67.05690518350552,3.1801787942737647,,,left_only
bozeman,70979.0,69897.0,31696.0,32695.0,44.65546147452063,46.775970356381535,2.120508881860907,,,left_only
bradford,19466.0,19750.0,14083.0,14401.0,72.34665570738724,72.91645569620253,0.5697999888152907,,,left_only
brainerd,58462.0,61729.0,37296.0,40182.0,63.79528582669084,65.09420207681966,1.2989162501288192,,,left_only
branson,26288.0,26721.0,20508.0,21167.0,78.0127814972611,79.21484974364732,1.2020682463862187,,,left_only
brattleboro,28452.0,25933.0,7251.0,6928.0,25.485027414593,26.714996336713842,1.2299689221208432,,,left_only
breckenridge,22440.0,21453.0,6819.0,6801.0,30.38770053475936,31.7018598797371,1.314159344977739,,,left_only
bremerton-silverdale-port orchard,158672.0,156872.0,61563.0,59080.0,38.79890591912877,37.661277984598904,-1.137627934529867,,,left_only
brenham,17427.0,18265.0,12959.0,14020.0,74.36162276926608,76.75882836025185,2.3972055909857772,,,left_only
brevard,20404.0,20780.0,11636.0,11492.0,57.028033718878646,55.303176130895096,-1.72485758798355,,,left_only
brigham city,29474.0,31789.0,23696.0,24972.0,80.39628146841284,78.55547516436503,-1.8408063040478027,,,left_only
brookhaven,16801.0,15829.0,11596.0,11432.0,69.01970120826141,72.2218712489734,3.202170040711991,,,left_only
brookings,29492.0,29139.0,16484.0,16575.0,55.89312355893124,56.88252856995779,0.9894050110265553,,,left_only
brownsville-harlingen,114174.0,116309.0,49032.0,60991.0,42.94497871669557,52.438762262593606,9.493783545898033,,,left_only
brownwood,15969.0,16853.0,13698.0,14593.0,85.77869622393386,86.58992464249688,0.8112284185630187,,,left_only
brunswick-st. simons,56426.0,59913.0,36623.0,40049.0,64.90447665969589,66.84525895882362,1.9407822991277328,,,left_only
bucyrus,20686.0,20336.0,15436.0,15402.0,74.62051629121144,75.73760818253344,1.1170918913219907,,,left_only
buffalo-cheektowaga,581653.0,544742.0,253595.0,256404.0,43.599018658891126,47.06888765690914,3.469868998018015,,,left_only
burley,17622.0,17506.0,14172.0,14360.0,80.42219952332313,82.02901862218668,1.6068190988635536,,,left_only
burlington,109694.0,112349.0,59092.0,61100.0,53.86985614527686,54.384106667616095,0.514250522339232,,,left_only
burlington-south burlington,128609.0,129073.0,33572.0,35320.0,26.103927407879695,27.364359703423645,1.26043229554395,,,left_only
butte-silver bow,18658.0,18226.0,7745.0,8110.0,41.510344088326725,44.496872599583014,2.9865285112562887,,,left_only
cadillac,27020.0,28651.0,18750.0,20034.0,69.39304219096965,69.92426093330076,0.5312187423311059,,,left_only
calhoun,24033.0,27657.0,19405.0,22495.0,80.74314484250822,81.33564739487291,0.5925025523646923,,,left_only
cambridge,34207.0,34398.0,22171.0,22704.0,64.81421931183677,66.00383743240886,1.1896181205720922,,,left_only
camden,11811.0,10718.0,6930.0,6730.0,58.6741173482347,62.791565590595255,4.1174482423605525,,,left_only
campbellsville,18322.0,18118.0,14214.0,14556.0,77.57886693592403,80.3399933767524,2.7611264408283773,,,left_only
canon city,25557.0,25467.0,17517.0,17313.0,68.5409085573424,67.9820944752032,-0.5588140821392074,,,left_only
canton,16678.0,16144.0,9867.0,9827.0,59.16176999640245,60.8709117938553,1.709141797452851,,,left_only
canton-massillon,204091.0,198046.0,121842.0,122112.0,59.69983977735423,61.6584025933369,1.958562815982674,,,left_only
cape coral-fort myers,393899.0,394105.0,233247.0,250661.0,59.21492565353047,63.60259321754354,4.387667564013071,,,left_only
cape girardeau,48929.0,48733.0,35560.0,35995.0,72.67673567822763,73.86165432048098,1.1849186422533506,,,left_only
carbondale,22643.0,22465.0,10890.0,10614.0,48.09433378969218,47.24682839973291,-0.8475053899592666,,,left_only
carlsbad-artesia,23222.0,23472.0,17454.0,18141.0,75.16148479889759,77.28783231083844,2.1263475119408497,,,left_only
carroll,11335.0,11140.0,7766.0,7814.0,68.51345390383767,70.14362657091561,1.630172667077943,,,left_only
carson city,29739.0,0.0,16113.0,0.0,54.181377988499946,,,,,left_only
casper,35391.0,33921.0,25271.0,24671.0,71.40515950382866,72.73075675835028,1.3255972545216252,,,left_only
cedar city,25104.0,28166.0,18989.0,21571.0,75.64133205863608,76.58524462117447,0.9439125625383866,,,left_only
cedar rapids,153089.0,148448.0,69548.0,70606.0,45.42978267543717,47.56278292735504,2.1330002519178706,,,left_only
cedartown,17399.0,19199.0,13589.0,15352.0,78.1021897810219,79.96249804677326,1.8603082657513568,,,left_only
celina,23761.0,23826.0,19452.0,19710.0,81.86524136189554,82.72475446990683,0.859513108011285,,,left_only
centralia,62767.0,62141.0,42069.0,41731.0,67.02407315946277,67.15534027453694,0.13126711507416644,,,left_only
chambersburg,80783.0,84163.0,57245.0,59604.0,70.86268150477204,70.81971887884224,-0.042962625929803266,,,left_only
champaign-urbana,111917.0,106317.0,46581.0,43847.0,41.62102272219591,41.24175813839743,-0.3792645837984807,,,left_only
charleston,94621.0,86920.0,55893.0,52263.0,59.070396634996456,60.12770363552692,1.0573070005304643,,,left_only
charleston-mattoon,22606.0,21507.0,14037.0,13606.0,62.094134300628156,63.263123634165616,1.1689893335374606,,,left_only
charleston-north charleston,400593.0,405119.0,192607.0,207881.0,48.080470702184016,51.31356465631086,3.2330939541268435,,,left_only
charlotte-concord-gastonia,1377654.0,1429108.0,675531.0,711830.0,49.034881036893154,49.80939159251785,0.7745105556246941,,,left_only
charlottesville,125347.0,105503.0,43731.0,42726.0,34.88795104789105,40.49742661346123,5.609475565570179,,,left_only
chattanooga,261002.0,271655.0,162281.0,173921.0,62.17615190688194,64.02274944322762,1.8465975363456835,,,left_only
cheyenne,45237.0,43362.0,27891.0,28063.0,61.65528218051595,64.71795581384623,3.0626736333302844,,,left_only
chicago-naperville-elgin,4348648.0,4020605.0,1430638.0,1468637.0,32.89845487609022,36.52776136924667,3.6293064931564487,apparel,16.83905006702659,both
chicago-naperville-elgin,4348648.0,4020605.0,1430638.0,1468637.0,32.89845487609022,36.52776136924667,3.6293064931564487,education and communication,2.205965587502827,both
chicago-naperville-elgin,4348648.0,4020605.0,1430638.0,1468637.0,32.89845487609022,36.52776136924667,3.6293064931564487,food,21.20275368768819,both
chicago-naperville-elgin,4348648.0,4020605.0,1430638.0,1468637.0,32.89845487609022,36.52776136924667,3.6293064931564487,medical care,7.573190484444884,both
chicago-naperville-elgin,4348648.0,4020605.0,1430638.0,1468637.0,32.89845487609022,36.52776136924667,3.6293064931564487,motor fuel,43.69714775482516,both
chicago-naperville-elgin,4348648.0,4020605.0,1430638.0,1468637.0,32.89845487609022,36.52776136924667,3.6293064931564487,recreation,17.87825965084398,both
chicago-naperville-elgin,4348648.0,4020605.0,1430638.0,1468637.0,32.89845487609022,36.52776136924667,3.6293064931564487,rent,20.83340388903001,both
chicago-naperville-elgin,4348648.0,4020605.0,1430638.0,1468637.0,32.89845487609022,36.52776136924667,3.6293064931564487,transportation,36.26817089777799,both
chico,102066.0,94523.0,48730.0,47179.0,47.74361687535516,49.91271965553357,2.169102780178413,,,left_only
chillicothe,33299.0,33065.0,22278.0,22801.0,66.90290999729721,68.95811280810524,2.0552028108080265,,,left_only
cincinnati,1149818.0,1136727.0,644598.0,649601.0,56.06087224238967,57.14661479845204,1.085742556062371,,,left_only
clarksburg,40949.0,39740.0,28779.0,28443.0,70.2801045202569,71.57272269753398,1.2926181772770775,,,left_only
clarksdale,8501.0,6790.0,2375.0,2008.0,27.937889660039993,29.572901325478647,1.635011665438654,,,left_only
clarksville,114292.0,117242.0,67704.0,72952.0,59.23774192419417,62.22343528769554,2.985693363501369,,,left_only
clearlake,28812.0,26759.0,13123.0,13161.0,45.54699430792725,49.18345229642364,3.636457988496389,,,left_only
cleveland,1187578.0,1142023.0,527795.0,529274.0,44.44297553508064,46.345301276769376,1.9023257416887347,,,left_only
clewiston,18133.0,18787.0,11688.0,13287.0,64.45706722550047,70.72443711076808,6.2673698852676125,,,left_only
clinton,24687.0,23878.0,13410.0,13964.0,54.32008749544295,58.480609766312085,4.160522270869137,,,left_only
clovis,21709.0,21862.0,15078.0,15401.0,69.45506471970151,70.44643673954808,0.9913720198465654,,,left_only
cody,16815.0,16743.0,12813.0,13084.0,76.19982158786797,78.14609090366123,1.9462693157932591,,,left_only
coeur d'alene,89467.0,96365.0,62837.0,72059.0,70.23483519062896,74.7771493799616,4.542314189332643,,,left_only
coldwater,20536.0,21089.0,14064.0,14848.0,68.48461238800155,70.40637299065864,1.9217606026570877,,,left_only
college station-bryan,101769.0,109502.0,59919.0,70438.0,58.87745777201309,64.32576573943855,5.448307967425464,,,left_only
colorado springs,395790.0,397139.0,214069.0,214789.0,54.08651052325728,54.084086428177535,-0.00242409507974628,,,left_only
columbia,506673.0,494762.0,235212.0,241465.0,46.42284076712199,48.804273569918465,2.381432802796475,,,left_only
columbus,1285481.0,1273798.0,592024.0,606369.0,46.05466747466512,47.60323065352591,1.548563178860789,,,left_only
concord,89805.0,92979.0,39711.0,43365.0,44.21914147319191,46.63956377246475,2.420422299272836,,,left_only
connersville,10136.0,9862.0,7755.0,7625.0,76.50947119179163,77.31697424457514,0.8075030527835025,,,left_only
cookeville,60848.0,64615.0,45401.0,49899.0,74.61379174336051,77.2251025303722,2.611310787011689,,,left_only
coos bay-north bend,37075.0,35735.0,21829.0,20849.0,58.877950101146325,58.343360850706595,-0.5345892504397298,,,left_only
corbin,64307.0,63635.0,53490.0,54110.0,83.17912513412226,85.0318221104738,1.8526969763515382,,,left_only
cordele,8039.0,8116.0,4987.0,5099.0,62.035078989924116,62.8265155248891,0.791436534964987,,,left_only
corinth,15793.0,15112.0,12818.0,12657.0,81.16254036598492,83.75463208046585,2.5920917144809295,,,left_only
cornelia,20432.0,23370.0,16637.0,19142.0,81.42619420516837,81.9084296106119,0.4822354054435323,,,left_only
corning,46516.0,44443.0,29474.0,29159.0,63.36314386447673,65.60988232117543,2.2467384566987008,,,left_only
corpus christi,165503.0,160288.0,90372.0,94628.0,54.604448257735505,59.03623477740068,4.431786519665174,,,left_only
corsicana,19123.0,19867.0,13800.0,14983.0,72.16440934999738,75.41651985704938,3.252110507051995,,,left_only
cortland,21892.0,21245.0,10789.0,11230.0,49.28284304768865,52.85949635208284,3.576653304394192,,,left_only
corvallis,52799.0,50232.0,14878.0,14187.0,28.17856398795432,28.24295269947444,0.06438871152012027,,,left_only
coshocton,16739.0,16420.0,12325.0,12362.0,73.63044387358862,75.28623629719854,1.655792423609924,,,left_only
crawfordsville,17198.0,16627.0,12659.0,12122.0,73.6073962088615,72.90551512599987,-0.7018810828616324,,,left_only
crescent city,11453.0,10564.0,6461.0,5999.0,56.41316685584563,56.78720181749337,0.3740349616477374,,,left_only
crestview-fort walton beach-destin,160084.0,164027.0,112745.0,119279.0,70.42864995877164,72.71912550982461,2.290475551052964,,,left_only
crossville,32279.0,34642.0,25168.0,27399.0,77.9701973419251,79.09185381906356,1.1216564771384583,,,left_only
cullman,41851.0,43146.0,36880.0,38704.0,88.12214761893384,89.7047234969638,1.5825758780299566,,,left_only
cumberland,43513.0,45041.0,30926.0,32388.0,71.07301266288236,71.90781732199551,0.8348046591131464,,,left_only
dallas-fort worth-arlington,3078233.0,3132339.0,1495550.0,1636060.0,48.584691282303844,52.23125594004991,3.646564657746069,apparel,23.96130975364892,both
dallas-fort worth-arlington,3078233.0,3132339.0,1495550.0,1636060.0,48.584691282303844,52.23125594004991,3.646564657746069,education and communication,2.1700853621390253,both
dallas-fort worth-arlington,3078233.0,3132339.0,1495550.0,1636060.0,48.584691282303844,52.23125594004991,3.646564657746069,food,27.10897614406387,both
dallas-fort worth-arlington,3078233.0,3132339.0,1495550.0,1636060.0,48.584691282303844,52.23125594004991,3.646564657746069,medical care,7.3144070112553745,both
dallas-fort worth-arlington,3078233.0,3132339.0,1495550.0,1636060.0,48.584691282303844,52.23125594004991,3.646564657746069,motor fuel,34.322615964030994,both
dallas-fort worth-arlington,3078233.0,3132339.0,1495550.0,1636060.0,48.584691282303844,52.23125594004991,3.646564657746069,recreation,8.805094185911184,both
dallas-fort worth-arlington,3078233.0,3132339.0,1495550.0,1636060.0,48.584691282303844,52.23125594004991,3.646564657746069,rent,27.328059473231203,both
dallas-fort worth-arlington,3078233.0,3132339.0,1495550.0,1636060.0,48.584691282303844,52.23125594004991,3.646564657746069,transportation,31.87238011191559,both
dalton,52135.0,57406.0,38579.0,43620.0,73.99827371247723,75.98508866668989,1.9868149542126616,,,left_only
danville,110647.0,89108.0,69265.0,62079.0,62.599980116948494,69.66714548637609,7.067165369427592,,,left_only
daphne-fairhope-foley,109679.0,122249.0,83544.0,95798.0,76.17137282433283,78.36301319438196,2.1916403700491287,,,left_only
davenport-moline-rock island,193885.0,187366.0,93279.0,94611.0,48.110477860587466,50.49528729865611,2.3848094380686433,,,left_only
dayton-kettering-beavercreek,415120.0,406689.0,222477.0,221642.0,53.593418770476006,54.499138162084535,0.9057193916085282,,,left_only
decatur,133352.0,128992.0,91261.0,90563.0,68.4361689363489,70.20822996774993,1.772061031401023,,,left_only
defiance,19381.0,19260.0,13038.0,13302.0,67.27207058459315,69.06542056074765,1.7933499761545022,,,left_only
del rio,15280.0,14612.0,8284.0,9162.0,54.21465968586388,62.701888858472486,8.487229172608608,,,left_only
deltona-daytona beach-ormond beach,379155.0,391861.0,216864.0,238705.0,57.19666099616252,60.91573287466729,3.7190718785047707,,,left_only
deming,8103.0,8056.0,4408.0,4698.0,54.399605084536596,58.316782522343594,3.9171774378069983,,,left_only
denver-aurora-centennial,1678355.0,1616633.0,606185.0,613345.0,36.11780582773012,37.93965606294069,1.8218502352105688,apparel,9.85091619311212,both
denver-aurora-centennial,1678355.0,1616633.0,606185.0,613345.0,36.11780582773012,37.93965606294069,1.8218502352105688,education and communication,5.046402342550831,both
denver-aurora-centennial,1678355.0,1616633.0,606185.0,613345.0,36.11780582773012,37.93965606294069,1.8218502352105688,food,17.292570898824312,both
