state,"totalvotes, 2020",county_name,"trump votecount, 2020","trump %, 2020","trump %, 2024","trump votecount, 2024","totalvotes, 2024",LSAD_TRANS,2020-2024 swing
alabama,5479.0,coosa,3631.0,66.27121737543348,71.33346014837359,3750.0,5257.0,county,5.06224277294011
alabama,17430.0,covington,14586.0,83.68330464716007,85.86988346899338,14664.0,17077.0,county,2.186578821833308
alabama,6617.0,crenshaw,4864.0,73.50763185733716,77.11196911196912,4993.0,6475.0,county,3.6043372546319574
alabama,41851.0,cullman,36880.0,88.12214761893384,89.71093170007424,38669.0,43104.0,county,1.5887840811404033
alabama,19738.0,dale,14303.0,72.4642820954504,75.65603763721903,14473.0,19130.0,county,3.1917555417686287
alabama,17864.0,dallas,5524.0,30.922525750111955,33.380517307939776,5188.0,15542.0,county,2.457991557827821
alabama,29356.0,dekalb,24767.0,84.36776127537811,86.42479010014499,25631.0,29657.0,county,2.057028824766874
alabama,41030.0,elmore,30164.0,73.51693882524982,75.37040600346354,31336.0,41576.0,county,1.8534671782137195
alabama,15910.0,escambia,10869.0,68.31552482715273,72.78451336325273,10866.0,14929.0,county,4.4689885360999995
alabama,47728.0,etowah,35528.0,74.43848474689909,77.28679130169522,35470.0,45894.0,county,2.8483065547961246
alabama,8766.0,fayette,7300.0,83.27629477526808,85.53323768531803,7154.0,8364.0,county,2.2569429100499434
alabama,12578.0,franklin,10376.0,82.49324216886627,86.1115709319649,10404.0,12082.0,county,3.6183287630986314
alabama,12545.0,geneva,10848.0,86.47269828616979,88.13942230111344,10924.0,12394.0,county,1.6667240149436537
alabama,4775.0,greene,875.0,18.32460732984293,21.922219469903393,885.0,4037.0,county,3.5976121400604626
alabama,7900.0,hale,3192.0,40.40506329113924,46.11903455842018,3363.0,7292.0,county,5.7139712672809395
alabama,9298.0,henry,6607.0,71.05829210582921,75.00537056928034,6983.0,9310.0,county,3.9470784634511347
alabama,46173.0,houston,32618.0,70.64301648149352,73.24522560574063,32255.0,44037.0,county,2.6022091242471106
alabama,23636.0,jackson,19670.0,83.22051108478593,85.22119385242422,20073.0,23554.0,county,2.0006827676382954
alabama,325848.0,jefferson,138843.0,42.6097444207115,43.91544857181172,130991.0,298280.0,county,1.3057041511002225
alabama,7193.0,lamar,6174.0,85.8334491867093,87.56536897152817,6028.0,6884.0,county,1.7319197848188708
alabama,44339.0,lauderdale,31721.0,71.54198335551095,74.9511662645065,32615.0,43515.0,county,3.4091829089955468
alabama,16031.0,lawrence,12322.0,76.86357681991142,80.75389408099689,12961.0,16050.0,county,3.890317261085471
alabama,71449.0,lee,42221.0,59.092499545130096,62.972468502099865,45883.0,72862.0,county,3.879968956969769
alabama,49235.0,limestone,34640.0,70.35645374225652,71.01975925505337,37524.0,52836.0,county,0.6633055127968532
alabama,6835.0,lowndes,1836.0,26.86174103877103,31.061946902654867,1755.0,5650.0,county,4.200205863883838
alabama,8723.0,macon,1541.0,17.665940616760288,21.501662829368126,1681.0,7818.0,county,3.8357222126078376
alabama,194767.0,madison,102780.0,52.77074658438031,53.37323039282869,105149.0,197007.0,county,0.6024838084483761
alabama,10900.0,marengo,5343.0,49.01834862385321,51.61890969276921,4990.0,9667.0,county,2.600561068916001
alabama,13807.0,marion,12205.0,88.39718983124502,90.41743627632066,12238.0,13535.0,county,2.0202464450756423
alabama,39655.0,marshall,33191.0,83.69940738872778,85.26746928137024,34350.0,40285.0,county,1.5680618926424614
alabama,183164.0,mobile,101243.0,55.27450809110961,57.59572788911868,99981.0,173591.0,county,2.321219798009068
alabama,10668.0,monroe,6147.0,57.62092238470191,61.18763391490665,5997.0,9801.0,county,3.566711530204735
alabama,99139.0,montgomery,33311.0,33.600298570693674,33.96715450787621,30404.0,89510.0,county,0.3668559371825353
alabama,53722.0,morgan,39664.0,73.83194966680318,75.5505575859807,40310.0,53355.0,county,1.718607919177515
alabama,5230.0,perry,1339.0,25.60229445506692,28.430493273542602,1268.0,4460.0,county,2.8281988184756806
alabama,9668.0,pickens,5594.0,57.860984691766646,61.29902236206315,5455.0,8899.0,county,3.4380376702965023
alabama,13841.0,pike,8042.0,58.10273824145654,62.191428138724824,8213.0,13206.0,county,4.0886898972682815
alabama,10837.0,randolph,8559.0,78.97942234935867,82.06747248782249,9098.0,11086.0,county,3.0880501384638137
alabama,21329.0,russell,9864.0,46.246893900323506,48.672609243290374,10047.0,20642.0,county,2.4257153429668676
alabama,114950.0,shelby,79700.0,69.33449325793823,69.50494703352796,79522.0,114412.0,county,0.17045377558972064
alabama,44441.0,st. clair,36166.0,81.37980693503746,81.62009081121565,34873.0,42726.0,county,0.24028387617818225
alabama,6291.0,sumter,1598.0,25.40136703226832,29.072398190045252,1542.0,5304.0,county,3.671031157776934
alabama,35663.0,talladega,22235.0,62.3475310545944,66.47590361445783,22070.0,33200.0,county,4.128372559863436
alabama,20991.0,tallapoosa,14963.0,71.28293077985803,74.33438233678005,14881.0,20019.0,county,3.051451556922018
alabama,90172.0,tuscaloosa,51117.0,56.6883289712993,59.49971200526619,50617.0,85071.0,county,2.811383033966891
alabama,31170.0,walker,26002.0,83.41995508501765,85.48680312415836,25393.0,29704.0,county,2.0668480391407087
alabama,8876.0,washington,6564.0,73.95223073456512,77.42318187210819,6526.0,8429.0,county,3.470951137543068
alabama,5903.0,wilcox,1833.0,31.05200745383703,34.07449638920563,1793.0,5262.0,county,3.022488935368596
alabama,11284.0,winston,10195.0,90.3491669620702,91.42293199354027,10190.0,11146.0,county,1.0737650314700744
alaska,7314.0,district 1,3511.0,48.00382827454197,,,,,
alaska,11205.0,district 10,8081.0,72.11958946898706,,,,,
alaska,10628.0,district 11,7096.0,66.76703048550998,,,,,
alaska,11238.0,district 12,7893.0,70.2349172450614,,,,,
alaska,7713.0,district 13,4652.0,60.313755996369764,,,,,
alaska,11443.0,district 14,6714.0,58.6734248011885,,,,,
alaska,5559.0,district 15,2671.0,48.04821010973196,,,,,
alaska,8118.0,district 16,3516.0,43.31116038433112,,,,,
alaska,7239.0,district 17,2810.0,38.81751623152369,,,,,
alaska,7720.0,district 18,2760.0,35.751295336787564,,,,,
alaska,5301.0,district 19,1975.0,37.25712129786833,,,,,
alaska,6136.0,district 2,3674.0,59.8761408083442,,,,,
alaska,7497.0,district 20,2383.0,31.786047752434303,,,,,
alaska,9429.0,district 21,3690.0,39.13458479160038,,,,,
alaska,9520.0,district 22,4684.0,49.20168067226891,,,,,
alaska,7739.0,district 23,3655.0,47.22832407287763,,,,,
alaska,10428.0,district 24,5378.0,51.57268891446106,,,,,
alaska,9325.0,district 25,4407.0,47.26005361930295,,,,,
alaska,10111.0,district 26,5243.0,51.85441598259322,,,,,
alaska,9506.0,district 27,4324.0,45.487060803702924,,,,,
alaska,12749.0,district 28,6162.0,48.333202604125816,,,,,
alaska,10747.0,district 29,7464.0,69.45194007630036,,,,,
alaska,8385.0,district 3,6076.0,72.46273106738224,,,,,
alaska,10176.0,district 30,7180.0,70.55817610062893,,,,,
alaska,12410.0,district 31,6971.0,56.17244157937148,,,,,
alaska,8335.0,district 32,4440.0,53.26934613077384,,,,,
alaska,10955.0,district 33,3059.0,27.92332268370607,,,,,
alaska,10729.0,district 34,4543.0,42.343182030012116,,,,,
alaska,10102.0,district 35,4769.0,47.20847356959018,,,,,
alaska,9292.0,district 36,5114.0,55.0365906155833,,,,,
alaska,5142.0,district 37,2358.0,45.85764294049008,,,,,
alaska,5299.0,district 38,1737.0,32.77976976788074,,,,,
alaska,5891.0,district 39,1939.0,32.91461551519267,,,,,
alaska,10511.0,district 4,4690.0,44.61992198649034,,,,,
alaska,4603.0,district 40,1994.0,43.319574190745165,,,,,
alaska,8654.0,district 5,4077.0,47.11116246822279,,,,,
alaska,9460.0,district 6,5770.0,60.99365750528541,,,,,
alaska,9622.0,district 7,7027.0,73.030554978175,,,,,
alaska,9912.0,district 8,7618.0,76.85633575464084,,,,,
alaska,10993.0,district 9,7787.0,70.8359865368871,,,,,
alaska,433.0,district 99,59.0,13.625866050808314,,,,,
arizona,35172.0,apache,11442.0,32.53155919481406,39.85857138406903,12795.0,32101.0,county,7.327012189254972
arizona,60442.0,cochise,35557.0,58.82829820323616,60.76942588991291,35936.0,59135.0,county,1.9411276866767508
arizona,73272.0,coconino,27052.0,36.91996942897696,39.3566158105813,27576.0,70067.0,county,2.4366463816043407
arizona,27662.0,gila,18377.0,66.43409731761984,68.23958408549353,18901.0,27698.0,county,1.8054867678736883
arizona,14995.0,graham,10749.0,71.68389463154384,73.4604009201446,11177.0,15215.0,county,1.776506288600757
arizona,3685.0,greenlee,2433.0,66.02442333785618,69.60193003618818,2308.0,3316.0,county,3.5775066983320016
arizona,7458.0,la paz,5129.0,68.77178868329311,71.56875572419207,5470.0,7643.0,county,2.796967040898963
arizona,2068144.0,maricopa,995665.0,48.14292428380229,51.00622145991364,1051531.0,2061574.0,county,2.8632971761113524
arizona,104668.0,mohave,78535.0,75.03248366262851,77.40597869783997,85683.0,110693.0,county,2.3734950352114623
arizona,51767.0,navajo,27657.0,53.4259277145672,57.97785513402955,29480.0,50847.0,county,4.551927419462345
arizona,520397.0,pima,207758.0,39.922981877297524,41.68111574732975,214669.0,515027.0,county,1.7581338700322249
arizona,184974.0,pinal,107077.0,57.887595013353234,60.391201533974396,126926.0,210173.0,county,2.5036065206211617
arizona,19556.0,santa cruz,6194.0,31.673143792186544,40.16799707831168,7699.0,19167.0,county,8.494853286125135
arizona,143221.0,yavapai,91527.0,63.906131084128724,66.48419305618759,99346.0,149428.0,county,2.578061972058869
arizona,69881.0,yuma,36534.0,52.28030509008171,59.747782095461545,40745.0,68195.0,county,7.467477005379834
arkansas,6292.0,arkansas,4304.0,68.4043229497775,71.23782028148683,3948.0,5542.0,county,2.8334973317093386
arkansas,7926.0,ashley,5548.0,69.99747665909665,73.18634423897582,5145.0,7030.0,county,3.1888675798791724
arkansas,21007.0,baxter,15836.0,75.38439567763126,77.56514269351914,16253.0,20954.0,county,2.1807470158878743
arkansas,119912.0,benton,73965.0,61.682734004936954,62.138496831136514,79907.0,128595.0,county,0.4557628261995603
arkansas,17114.0,boone,13652.0,79.77094776206614,81.62692847124825,13968.0,17112.0,county,1.8559807091821057
arkansas,3654.0,bradley,2335.0,63.90257252326218,68.99781454886045,2210.0,3203.0,county,5.095242025598267
arkansas,2182.0,calhoun,1636.0,74.97708524289642,80.01912045889101,1674.0,2092.0,county,5.042035215994588
arkansas,11797.0,carroll,7424.0,62.931253708569976,64.74258970358814,7470.0,11538.0,county,1.8113359950181618
arkansas,4103.0,chicot,1752.0,42.7004630757982,47.50716332378224,1658.0,3490.0,county,4.80670024798404
arkansas,8395.0,clark,4616.0,54.98511018463371,59.10931174089069,4526.0,7657.0,county,4.124201556256978
arkansas,5183.0,clay,4086.0,78.834651746093,79.88725588886652,3968.0,4967.0,county,1.052604142773518
arkansas,12680.0,cleburne,10328.0,81.45110410094637,83.1697935473742,10595.0,12739.0,county,1.718689446427831
arkansas,3600.0,cleveland,2867.0,79.63888888888889,83.10610551274452,2804.0,3374.0,county,3.4672166238556343
arkansas,8616.0,columbia,5500.0,63.8347260909935,67.59445843828715,5367.0,7940.0,county,3.7597323472936495
arkansas,8685.0,conway,5694.0,65.56131260794473,68.99660461304296,5893.0,8541.0,county,3.4352920050982334
arkansas,38511.0,craighead,25558.0,66.3654540261224,67.53665216690833,25152.0,37242.0,county,1.1711981407859184
arkansas,24091.0,crawford,18607.0,77.23631231580258,78.09835790181009,18596.0,23811.0,county,0.8620455860075111
arkansas,16367.0,crittenden,7333.0,44.80356815543472,47.871398406103125,7028.0,14681.0,county,3.0678302506684076
arkansas,6942.0,cross,4946.0,71.24747911264765,72.74257728803182,4753.0,6534.0,county,1.4950981753841717
arkansas,2649.0,dallas,1573.0,59.380898452246136,63.76936316695353,1482.0,2324.0,county,4.388464714707396
arkansas,4164.0,desha,1921.0,46.13352545629203,51.497860199714694,1805.0,3505.0,county,5.364334743422667
arkansas,6908.0,drew,4349.0,62.955993051534456,66.03299293008641,4203.0,6365.0,county,3.076999878551952
arkansas,54428.0,faulkner,34421.0,63.24134636584111,64.91691912237216,35357.0,54465.0,county,1.6755727565310536
arkansas,7129.0,franklin,5677.0,79.63248702482817,80.07459474967723,5582.0,6971.0,county,0.44210772484906613
arkansas,5119.0,fulton,3961.0,77.37839421762062,80.11104501288915,4040.0,5043.0,county,2.732650795268526
arkansas,44199.0,garland,29069.0,65.7684562999163,66.99978736976398,28359.0,42327.0,county,1.231331069847684
arkansas,8200.0,grant,6794.0,82.85365853658536,83.62218370883883,6755.0,8078.0,county,0.7685251722534758
arkansas,16100.0,greene,12670.0,78.69565217391305,79.75347661188368,12617.0,15820.0,county,1.0578244379706376
arkansas,6848.0,hempstead,4470.0,65.27453271028037,68.86188208244374,4193.0,6089.0,county,3.5873493721633736
arkansas,12557.0,hot spring,9202.0,73.28183483316079,75.11805894805407,9226.0,12282.0,county,1.8362241148932839
arkansas,4834.0,howard,3367.0,69.65246172941664,72.56874580818243,3246.0,4473.0,county,2.916284078765784
arkansas,14512.0,independence,11250.0,77.5220507166483,78.67389907929484,11023.0,14011.0,county,1.1518483626465468
arkansas,5810.0,izard,4631.0,79.70740103270224,81.92405063291139,4854.0,5925.0,county,2.216649600209152
arkansas,5091.0,jackson,3593.0,70.57552543704577,73.4869109947644,3509.0,4775.0,county,2.9113855577186314
arkansas,25158.0,jefferson,9521.0,37.84482073296764,39.189189189189186,8468.0,21608.0,county,1.3443684562215452
arkansas,9498.0,johnson,6938.0,73.04695725415877,74.68815542554366,6766.0,9059.0,county,1.641198171384886
arkansas,2679.0,lafayette,1757.0,65.58417319895483,68.34408602150538,1589.0,2325.0,county,2.7599128225505467
arkansas,5857.0,lawrence,4569.0,78.00921973706676,80.9557273366128,4608.0,5692.0,county,2.946507599546038
arkansas,2848.0,lee,1286.0,45.15449438202247,46.86507936507937,1181.0,2520.0,county,1.710584983056897
arkansas,3875.0,lincoln,2729.0,70.4258064516129,74.19928825622776,2502.0,3372.0,county,3.7734818046148604
arkansas,5177.0,little river,3715.0,71.75970639366427,76.42375995101041,3744.0,4899.0,county,4.664053557346136
arkansas,8225.0,logan,6441.0,78.31003039513678,80.03656307129799,6567.0,8205.0,county,1.726532676161213
arkansas,30662.0,lonoke,22884.0,74.6330963407475,75.8491182233834,23225.0,30620.0,county,1.2160218826359
arkansas,7351.0,madison,5658.0,76.96911984763977,78.45620583922144,5885.0,7501.0,county,1.4870859915816652
arkansas,7503.0,marion,5783.0,77.07583633213382,79.35294866895937,6230.0,7851.0,county,2.277112336825553
arkansas,16529.0,miller,11920.0,72.11567547946034,74.93513889767766,11842.0,15803.0,county,2.8194634182173246
arkansas,12342.0,mississippi,7296.0,59.11521633446767,64.97154054306242,6963.0,10717.0,county,5.856324208594749
arkansas,2816.0,monroe,1545.0,54.86505681818182,56.92560624743116,1385.0,2433.0,county,2.060549429249342
arkansas,3873.0,montgomery,3046.0,78.64704363542474,80.5772862152684,2987.0,3707.0,county,1.9302425798436644
arkansas,3358.0,nevada,2133.0,63.51995235259083,68.86824905400756,2002.0,2907.0,county,5.348296701416736
arkansas,3998.0,newton,3192.0,79.83991995998,81.24668435013263,3063.0,3770.0,county,1.406764390152631
arkansas,9629.0,ouachita,5294.0,54.97974867587496,58.61349408764202,5056.0,8626.0,county,3.633745411767059
arkansas,4627.0,perry,3479.0,75.18910741301059,77.63961605584643,3559.0,4584.0,county,2.4505086428358425
arkansas,6242.0,phillips,2417.0,38.721563601409805,42.48683677602268,2098.0,4938.0,county,3.7652731746128723
arkansas,4246.0,pike,3519.0,82.87800282618936,85.95686094538779,3746.0,4358.0,county,3.078858119198429
arkansas,7521.0,poinsett,5918.0,78.68634490094402,80.95776239581862,5731.0,7079.0,county,2.2714174948745978
arkansas,8490.0,polk,7035.0,82.86219081272085,84.30260617760618,6987.0,8288.0,county,1.4404153648853253
arkansas,24432.0,pope,18081.0,74.00540275049116,74.89562233888635,18118.0,24191.0,county,0.8902195883951975
arkansas,3495.0,prairie,2786.0,79.71387696709586,82.125,2628.0,3200.0,county,2.4111230329041433
arkansas,169956.0,pulaski,63687.0,37.47263997740592,37.69241807555834,57787.0,153312.0,county,0.21977809815241756
arkansas,6812.0,randolph,5355.0,78.61127422196125,80.87703435804701,5367.0,6636.0,county,2.2657601360857598
arkansas,56959.0,saline,39556.0,69.44644393335557,68.97533371521811,39736.0,57609.0,county,-0.47111021813745424
arkansas,3551.0,scott,2962.0,83.41312306392565,86.08156028368793,2913.0,3384.0,county,2.668437219762282
arkansas,4019.0,searcy,3365.0,83.72729534710128,85.42258981649005,3305.0,3869.0,county,1.6952944693887702
arkansas,47140.0,sebastian,31198.0,66.18158676283412,67.66395616050912,30622.0,45256.0,county,1.4823693976750008
arkansas,5202.0,sevier,3884.0,74.6635909265667,80.01697072549851,3772.0,4714.0,county,5.353379798931812
arkansas,7566.0,sharp,5938.0,78.48268569918055,80.38187441172516,5978.0,7437.0,county,1.899188712544614
arkansas,7108.0,st. francis,3242.0,45.61057962858751,48.653621006857335,2909.0,5979.0,county,3.0430413782698267
arkansas,5938.0,stone,4616.0,77.73661165375547,79.73466003316749,4808.0,6030.0,county,1.9980483794120119
arkansas,16607.0,union,10478.0,63.093876076353354,66.00207146556188,10196.0,15448.0,county,2.9081953892085295
arkansas,7807.0,van buren,6034.0,77.28961188676828,79.03162314656869,6023.0,7621.0,county,1.7420112598004067
arkansas,94266.0,washington,47504.0,50.39356713979589,51.712674200786346,50243.0,97158.0,county,1.3191070609904543
arkansas,30885.0,white,24182.0,78.29690788408612,79.49541135648734,24514.0,30837.0,county,1.1985034724012138
arkansas,2476.0,woodruff,1543.0,62.31825525040387,65.27178602243313,1513.0,2318.0,county,2.9535307720292607
arkansas,6741.0,yell,5226.0,77.52558967512239,79.41039565554694,5118.0,6445.0,county,1.8848059804245452
california,770070.0,alameda,136309.0,17.70085836352539,21.147399953913514,137659.0,650950.0,county,3.4465415903881222
california,741.0,alpine,244.0,32.928475033738195,33.52685050798258,231.0,689.0,county,0.598375474244385
california,22304.0,amador,13585.0,60.908357245337164,62.57720884432907,13981.0,22342.0,county,1.6688515989919068
california,102066.0,butte,48730.0,47.74361687535516,49.821315955434095,45030.0,90383.0,county,2.0776990800789363
california,27164.0,calaveras,16518.0,60.80842291267855,62.780235151790095,16606.0,26451.0,county,1.971812239111543
california,7961.0,colusa,4559.0,57.26667504082402,62.938063224145324,4400.0,6991.0,county,5.671388183321305
california,581316.0,contra costa,152877.0,26.298433210164525,29.155817311554294,148811.0,510399.0,county,2.857384101389769
california,11453.0,del norte,6461.0,56.41316685584563,56.45176926805623,5823.0,10315.0,county,0.03860241221060079
california,116159.0,el dorado,61838.0,53.23565113336031,54.57340785356413,60344.0,110574.0,county,1.3377567202038207
california,364917.0,fresno,164464.0,45.06887867652096,50.995489763012216,159084.0,311957.0,county,5.926611086491256
california,11297.0,glenn,7063.0,62.52102328051695,66.18366947327198,6760.0,10214.0,county,3.6626461927550267
california,68843.0,humboldt,21770.0,31.622677686910798,33.6447385493707,18151.0,53949.0,county,2.0220608624599024
california,56743.0,imperial,20847.0,36.739333486068766,47.83257638755624,22433.0,46899.0,county,11.093242901487471
california,9484.0,inyo,4620.0,48.71362294390553,49.902556459933514,4353.0,8723.0,county,1.188933516027987
california,305292.0,kern,164484.0,53.87759915097677,59.1674993845129,163423.0,276204.0,county,5.28990023353613
california,43861.0,kings,24072.0,54.882469619935705,60.37182237344971,24485.0,40557.0,county,5.489352753514005
california,28812.0,lake,13123.0,45.54699430792725,47.78481012658228,4077.0,8532.0,county,2.2378158186550294
california,11987.0,lassen,8970.0,74.83106698923834,75.6940664126293,8343.0,11022.0,county,0.8629994233909599
california,4264365.0,los angeles,1145530.0,26.862850623715374,31.87626873771005,1183045.0,3711366.0,county,5.013418113994675
california,53732.0,madera,29378.0,54.67505397156257,59.127640207315494,31829.0,53831.0,county,4.452586235752925
california,155830.0,marin,24612.0,15.794134633895911,16.84784145203698,23837.0,141484.0,county,1.0537068181410696
california,10280.0,mariposa,5950.0,57.87937743190662,59.153595115275294,5619.0,9499.0,county,1.2742176833686756
california,43340.0,mendocino,13267.0,30.611444393170284,33.396576439834725,7921.0,23718.0,county,2.7851320466644403
california,90554.0,merced,39397.0,43.50663692382446,51.01960494920424,41482.0,81306.0,county,7.512968025379784
california,4343.0,modoc,3109.0,71.58646097167856,71.91099476439791,2747.0,3820.0,county,0.32453379271935034
california,6738.0,mono,2513.0,37.29593351142773,37.85179017485429,2273.0,6005.0,county,0.5558566634265603
california,163923.0,monterey,46299.0,28.244358631796633,33.198305627736445,46632.0,140465.0,county,4.953946995939813
california,72150.0,napa,20676.0,28.656964656964657,31.025607396963835,18925.0,60998.0,county,2.368642739999178
california,64750.0,nevada,26779.0,41.357528957528956,42.92058070025619,22617.0,52695.0,county,1.5630517427272324
california,1522113.0,orange,676498.0,44.44466343825984,47.070943957780855,641480.0,1362794.0,county,2.6262805195210177
california,235084.0,placer,122488.0,52.10392880842593,52.717854858198876,118670.0,225104.0,county,0.6139260497729495
california,11260.0,plumas,6445.0,57.238010657193605,56.86157517899761,5718.0,10056.0,county,-0.37643547819599377
california,997156.0,riverside,449144.0,45.04250087248134,49.096053852677755,442271.0,900828.0,county,4.0535529801964145
california,718440.0,sacramento,259405.0,36.10670341295028,38.26071878940731,242726.0,634400.0,county,2.154015376457032
california,28830.0,san benito,10590.0,36.73257023933403,42.31008603331503,11557.0,27315.0,county,5.577515793981
california,841130.0,san bernardino,366257.0,43.54344750514189,49.47572059488218,363415.0,734532.0,county,5.932273089740292
california,1602143.0,san diego,600094.0,37.45570776141705,40.04369251515115,571339.0,1426789.0,county,2.587984753734098
california,443553.0,san francisco,56417.0,12.71933680980627,15.53071210981432,62556.0,402789.0,county,2.8113753000080504
california,288492.0,san joaquin,121098.0,41.9762073125078,48.722194978817136,121214.0,248786.0,county,6.7459876663093326
california,159714.0,san luis obispo,67436.0,42.22297356524788,41.52984524686809,42267.0,101775.0,county,-0.6931283183797845
california,374251.0,san mateo,75584.0,20.196071620383112,23.036058396411118,74714.0,324335.0,county,2.839986776028006
california,200339.0,santa barbara,65736.0,32.812383010796694,35.243164090000285,62576.0,177555.0,county,2.430781079203591
california,850741.0,santa clara,214612.0,25.22647903415963,28.065224670193533,209549.0,746650.0,county,2.8387456360339023
california,144837.0,santa cruz,26937.0,18.598148263220033,20.91653983919814,27212.0,130098.0,county,2.318391575978108
california,92930.0,shasta,60789.0,65.41375228666737,66.68376542354083,48099.0,72130.0,county,1.2700131368734588
california,1931.0,sierra,1142.0,59.140341791817704,60.78767123287672,1065.0,1752.0,county,1.6473294410590142
california,23472.0,siskiyou,13290.0,56.62065439672802,57.98417132216015,12455.0,21480.0,county,1.3635169254321298
california,205877.0,solano,69306.0,33.663789544242434,37.059518410311036,70273.0,189622.0,county,3.395728866068602
california,268317.0,sonoma,61825.0,23.041775213646545,24.99897415696219,60923.0,243702.0,county,1.957198943315646
california,214954.0,stanislaus,104145.0,48.449900909031705,54.11640255754209,103851.0,191903.0,county,5.666501648510383
california,42644.0,sutter,24375.0,57.1592721133102,64.53980950376257,24529.0,38006.0,county,7.380537390452368
california,28731.0,tehama,19141.0,66.62141937280289,68.57960677584346,14615.0,21311.0,county,1.9581874030405686
california,6259.0,trinity,3188.0,50.93465409809874,52.529325513196476,2866.0,5456.0,county,1.5946714150977357
california,146885.0,tulare,77579.0,52.81614868774892,59.16291920171649,80516.0,136092.0,county,6.34677051396757
california,30408.0,tuolumne,17689.0,58.17219152854513,59.626959686450164,17039.0,28576.0,county,1.4547681579050362
california,422825.0,ventura,162207.0,38.36267959557736,40.95761442802266,157267.0,383975.0,county,2.594934832445297
california,97294.0,yolo,27292.0,28.05106173042531,30.539183584370228,26581.0,87039.0,county,2.488121853944918
california,29796.0,yuba,17676.0,59.32339911397503,61.32486388384755,16895.0,27550.0,county,2.00146476987252
colorado,236740.0,adams,95657.0,40.405930556728904,44.15104043889163,103011.0,233315.0,county,3.7451098821627227
colorado,7808.0,alamosa,3813.0,48.83452868852459,53.956643170634386,4057.0,7519.0,county,5.122114482109794
colorado,350183.0,arapahoe,127323.0,36.35898944266284,38.50352345332231,125287.0,325391.0,county,2.14453401065947
colorado,9144.0,archuleta,5189.0,56.74759405074366,55.77765900587921,5218.0,9355.0,county,-0.9699350448644495
colorado,2225.0,baca,1867.0,83.91011235955055,84.13173652694611,1686.0,2004.0,county,0.2216241673955608
colorado,2274.0,bent,1503.0,66.09498680738787,68.34170854271356,1496.0,2189.0,county,2.2467217353256927
colorado,206111.0,boulder,42501.0,20.620442382987807,20.784001388697433,40709.0,195867.0,county,0.1635590057096259
colorado,46632.0,broomfield,16295.0,34.94381540572997,34.32660472070918,16070.0,46815.0,county,-0.6172106850207939
colorado,13718.0,chaffee,6222.0,45.356465957136614,41.858044820648026,6033.0,14413.0,county,-3.498421136488588
colorado,1136.0,cheyenne,993.0,87.41197183098592,88.15165876777252,930.0,1055.0,county,0.7396869367865975
colorado,6548.0,clear creek,2754.0,42.05864386072083,40.190132765120474,2452.0,6101.0,county,-1.868511095600354
colorado,4333.0,conejos,2286.0,52.75790445418879,57.45614035087719,2358.0,4104.0,county,4.698235896688402
colorado,2094.0,costilla,741.0,35.38681948424069,40.86538461538461,850.0,2080.0,county,5.478565131143924
colorado,1750.0,crowley,1271.0,72.62857142857143,72.15709261430247,1231.0,1706.0,county,-0.47147881426896276
colorado,3635.0,custer,2474.0,68.060522696011,66.79596586501164,2583.0,3867.0,county,-1.2645568309993678
