fips,GeoName,category,cumulative biden rpp percent change,year,rpp,msa,state
10740,"albuquerque, nm (metropolitan statistical area)",other services,-3.406348907900107,2008,98.909,albuquerque,nm
10780,"alexandria, la (metropolitan statistical area)",all items,-1.3813861930049531,2008,89.656,alexandria,la
10780,"alexandria, la (metropolitan statistical area)",goods,-0.7423936378345776,2008,96.811,alexandria,la
10780,"alexandria, la (metropolitan statistical area)",housing,-13.24783236994219,2008,58.399,alexandria,la
10780,"alexandria, la (metropolitan statistical area)",utilities,9.437838264923165,2008,88.863,alexandria,la
10780,"alexandria, la (metropolitan statistical area)",other services,-2.0669083750966735,2008,98.043,alexandria,la
10900,"allentown-bethlehem-easton, pa-nj (metropolitan statistical area)",all items,-1.64810913832882,2008,101.139,allentown-bethlehem-easton,pa-nj
10900,"allentown-bethlehem-easton, pa-nj (metropolitan statistical area)",goods,-1.2251055514493645,2008,101.261,allentown-bethlehem-easton,pa-nj
10900,"allentown-bethlehem-easton, pa-nj (metropolitan statistical area)",housing,1.4559326544895401,2008,100.083,allentown-bethlehem-easton,pa-nj
10900,"allentown-bethlehem-easton, pa-nj (metropolitan statistical area)",utilities,-2.299121084026545,2008,113.557,allentown-bethlehem-easton,pa-nj
10900,"allentown-bethlehem-easton, pa-nj (metropolitan statistical area)",other services,-2.6960068482803834,2008,100.794,allentown-bethlehem-easton,pa-nj
11020,"altoona, pa (metropolitan statistical area)",all items,-0.7503874586060431,2008,93.979,altoona,pa
11020,"altoona, pa (metropolitan statistical area)",goods,-1.0706507976702841,2008,101.025,altoona,pa
11020,"altoona, pa (metropolitan statistical area)",housing,-0.8891107044492403,2008,61.009,altoona,pa
11020,"altoona, pa (metropolitan statistical area)",utilities,-1.385226657034488,2008,113.907,altoona,pa
11020,"altoona, pa (metropolitan statistical area)",other services,-2.746527812748647,2008,101.318,altoona,pa
11100,"amarillo, tx (metropolitan statistical area)",all items,-2.9154148859645415,2008,95.758,amarillo,tx
11100,"amarillo, tx (metropolitan statistical area)",goods,-2.830737279335409,2008,96.973,amarillo,tx
11100,"amarillo, tx (metropolitan statistical area)",housing,-6.655505441097463,2008,86.014,amarillo,tx
11100,"amarillo, tx (metropolitan statistical area)",utilities,3.772113874270522,2008,97.972,amarillo,tx
11100,"amarillo, tx (metropolitan statistical area)",other services,-2.223362924492223,2008,98.229,amarillo,tx
11180,"ames, ia (metropolitan statistical area)",all items,-5.271387568007537,2008,82.432,ames,ia
11180,"ames, ia (metropolitan statistical area)",goods,-2.347746937152781,2008,76.969,ames,ia
11180,"ames, ia (metropolitan statistical area)",housing,-19.98441381325799,2008,67.181,ames,ia
11180,"ames, ia (metropolitan statistical area)",utilities,1.2980146182157435,2008,79.662,ames,ia
11180,"ames, ia (metropolitan statistical area)",other services,-4.609660804410676,2008,93.585,ames,ia
11260,"anchorage, ak (metropolitan statistical area)",all items,-0.11726169709657065,2008,106.497,anchorage,ak
11260,"anchorage, ak (metropolitan statistical area)",goods,4.422587178407429,2008,108.062,anchorage,ak
11260,"anchorage, ak (metropolitan statistical area)",housing,13.281289196158891,2008,122.419,anchorage,ak
11260,"anchorage, ak (metropolitan statistical area)",utilities,-21.81123584592598,2008,86.755,anchorage,ak
11260,"anchorage, ak (metropolitan statistical area)",other services,-4.594553620496886,2008,103.194,anchorage,ak
11460,"ann arbor, mi (metropolitan statistical area)",all items,-0.8437661823387745,2008,103.617,ann arbor,mi
11460,"ann arbor, mi (metropolitan statistical area)",goods,-1.9156228977800525,2008,99.883,ann arbor,mi
11460,"ann arbor, mi (metropolitan statistical area)",housing,0.5658445295810502,2008,126.265,ann arbor,mi
11460,"ann arbor, mi (metropolitan statistical area)",utilities,-5.529606312918858,2008,99.543,ann arbor,mi
11460,"ann arbor, mi (metropolitan statistical area)",other services,0.25165210630766527,2008,100.212,ann arbor,mi
11500,"anniston-oxford, al (metropolitan statistical area)",all items,-2.239449755187697,2008,88.183,anniston-oxford,al
11500,"anniston-oxford, al (metropolitan statistical area)",goods,0.2670453341245738,2008,96.729,anniston-oxford,al
11500,"anniston-oxford, al (metropolitan statistical area)",housing,-13.998808448484612,2008,54.838,anniston-oxford,al
11500,"anniston-oxford, al (metropolitan statistical area)",utilities,2.1738142831183005,2008,95.335,anniston-oxford,al
11500,"anniston-oxford, al (metropolitan statistical area)",other services,0.43105681453158506,2008,98.479,anniston-oxford,al
11540,"appleton, wi (metropolitan statistical area)",all items,-0.5537554589884977,2008,97.18,appleton,wi
11540,"appleton, wi (metropolitan statistical area)",goods,-2.492427060636657,2008,98.966,appleton,wi
11540,"appleton, wi (metropolitan statistical area)",housing,3.815097516873933,2008,83.861,appleton,wi
11540,"appleton, wi (metropolitan statistical area)",utilities,-5.258164491577238,2008,102.997,appleton,wi
11540,"appleton, wi (metropolitan statistical area)",other services,-0.24861878453038164,2008,99.945,appleton,wi
11700,"asheville, nc (metropolitan statistical area)",all items,1.7475874062067263,2008,93.254,asheville,nc
11700,"asheville, nc (metropolitan statistical area)",goods,0.3844703318806468,2008,96.369,asheville,nc
11700,"asheville, nc (metropolitan statistical area)",housing,-1.655904653642869,2008,80.861,asheville,nc
11700,"asheville, nc (metropolitan statistical area)",utilities,-4.514749698637614,2008,85.115,asheville,nc
11700,"asheville, nc (metropolitan statistical area)",other services,4.332572314265966,2008,97.296,asheville,nc
12020,"athens-clarke county, ga (metropolitan statistical area)",all items,3.5811543826244816,2008,94.18,athens-clarke county,ga
12020,"athens-clarke county, ga (metropolitan statistical area)",goods,0.026247821430827212,2008,97.209,athens-clarke county,ga
12020,"athens-clarke county, ga (metropolitan statistical area)",housing,9.33141002524341,2008,80.977,athens-clarke county,ga
12020,"athens-clarke county, ga (metropolitan statistical area)",utilities,-0.029129355917575813,2008,90.042,athens-clarke county,ga
12020,"athens-clarke county, ga (metropolitan statistical area)",other services,4.5145421865310045,2008,98.048,athens-clarke county,ga
12060,"atlanta-sandy springs-alpharetta, ga (metropolitan statistical area)",all items,-0.006075395660142597,2008,98.05,atlanta-sandy springs-alpharetta,ga
12060,"atlanta-sandy springs-alpharetta, ga (metropolitan statistical area)",goods,2.2120707039529104,2008,93.857,atlanta-sandy springs-alpharetta,ga
12060,"atlanta-sandy springs-alpharetta, ga (metropolitan statistical area)",housing,4.574227727786221,2008,101.681,atlanta-sandy springs-alpharetta,ga
12060,"atlanta-sandy springs-alpharetta, ga (metropolitan statistical area)",utilities,2.289405327460022,2008,94.817,atlanta-sandy springs-alpharetta,ga
12060,"atlanta-sandy springs-alpharetta, ga (metropolitan statistical area)",other services,-3.0444751044921525,2008,100.525,atlanta-sandy springs-alpharetta,ga
12100,"atlantic city-hammonton, nj (metropolitan statistical area)",all items,-2.1063398744736586,2008,109.833,atlantic city-hammonton,nj
12100,"atlantic city-hammonton, nj (metropolitan statistical area)",goods,-2.270112041990507,2008,108.854,atlantic city-hammonton,nj
12100,"atlantic city-hammonton, nj (metropolitan statistical area)",housing,-0.12647634987351944,2008,128.971,atlantic city-hammonton,nj
12100,"atlantic city-hammonton, nj (metropolitan statistical area)",utilities,-9.017702064948509,2008,118.75,atlantic city-hammonton,nj
12100,"atlantic city-hammonton, nj (metropolitan statistical area)",other services,-2.369758896662807,2008,102.656,atlantic city-hammonton,nj
12220,"auburn-opelika, al (metropolitan statistical area)",all items,-0.6644778862207561,2008,90.259,auburn-opelika,al
12220,"auburn-opelika, al (metropolitan statistical area)",goods,0.2670453341245738,2008,93.834,auburn-opelika,al
12220,"auburn-opelika, al (metropolitan statistical area)",housing,-9.2059925093633,2008,75.025,auburn-opelika,al
12220,"auburn-opelika, al (metropolitan statistical area)",utilities,1.6698176352470049,2008,83.893,auburn-opelika,al
12220,"auburn-opelika, al (metropolitan statistical area)",other services,0.43105681453158506,2008,95.225,auburn-opelika,al
12260,"augusta-richmond county, ga-sc (metropolitan statistical area)",all items,2.5384049408039964,2008,91.031,augusta-richmond county,ga-sc
12260,"augusta-richmond county, ga-sc (metropolitan statistical area)",goods,-0.291652241420919,2008,97.039,augusta-richmond county,ga-sc
12260,"augusta-richmond county, ga-sc (metropolitan statistical area)",housing,-0.04483007953724644,2008,66.952,augusta-richmond county,ga-sc
12260,"augusta-richmond county, ga-sc (metropolitan statistical area)",utilities,-0.3825669492161121,2008,89.449,augusta-richmond county,ga-sc
12260,"augusta-richmond county, ga-sc (metropolitan statistical area)",other services,4.5370886488646835,2008,97.95,augusta-richmond county,ga-sc
12420,"austin-round rock-georgetown, tx (metropolitan statistical area)",all items,-2.3139956705249816,2008,99.535,austin-round rock-georgetown,tx
12420,"austin-round rock-georgetown, tx (metropolitan statistical area)",goods,-2.830737279335409,2008,97.109,austin-round rock-georgetown,tx
12420,"austin-round rock-georgetown, tx (metropolitan statistical area)",housing,1.5180235173167131,2008,109.983,austin-round rock-georgetown,tx
12420,"austin-round rock-georgetown, tx (metropolitan statistical area)",utilities,2.258932628120732,2008,99.678,austin-round rock-georgetown,tx
12420,"austin-round rock-georgetown, tx (metropolitan statistical area)",other services,-2.223362924492223,2008,98.365,austin-round rock-georgetown,tx
12540,"bakersfield, ca (metropolitan statistical area)",all items,4.193586982531695,2008,96.86,bakersfield,ca
12540,"bakersfield, ca (metropolitan statistical area)",goods,4.3525352247675615,2008,95.128,bakersfield,ca
12540,"bakersfield, ca (metropolitan statistical area)",housing,4.418440431756288,2008,97.153,bakersfield,ca
12540,"bakersfield, ca (metropolitan statistical area)",utilities,6.8256962165760635,2008,100.582,bakersfield,ca
12540,"bakersfield, ca (metropolitan statistical area)",other services,3.511164647440047,2008,97.632,bakersfield,ca
12580,"baltimore-columbia-towson, md (metropolitan statistical area)",all items,-2.7606896027948675,2008,106.479,baltimore-columbia-towson,md
12580,"baltimore-columbia-towson, md (metropolitan statistical area)",goods,-1.0060460916336282,2008,99.984,baltimore-columbia-towson,md
12580,"baltimore-columbia-towson, md (metropolitan statistical area)",housing,-1.6311136146555236,2008,126.027,baltimore-columbia-towson,md
12580,"baltimore-columbia-towson, md (metropolitan statistical area)",utilities,-2.7980068991950957,2008,123.84,baltimore-columbia-towson,md
12580,"baltimore-columbia-towson, md (metropolitan statistical area)",other services,-3.822404023995216,2008,104.275,baltimore-columbia-towson,md
12620,"bangor, me (metropolitan statistical area)",all items,-0.671925811183719,2008,94.057,bangor,me
12620,"bangor, me (metropolitan statistical area)",goods,1.5743205907469808,2008,100.103,bangor,me
12620,"bangor, me (metropolitan statistical area)",housing,-20.916140937087004,2008,63.006,bangor,me
12620,"bangor, me (metropolitan statistical area)",utilities,2.085892327511307,2008,138.27,bangor,me
12620,"bangor, me (metropolitan statistical area)",other services,3.306435932335209,2008,101.028,bangor,me
12700,"barnstable town, ma (metropolitan statistical area)",all items,7.669374821074236,2008,102.987,barnstable town,ma
12700,"barnstable town, ma (metropolitan statistical area)",goods,2.4420580026695853,2008,99.828,barnstable town,ma
12700,"barnstable town, ma (metropolitan statistical area)",housing,24.80927434615461,2008,106.768,barnstable town,ma
12700,"barnstable town, ma (metropolitan statistical area)",utilities,-3.854315143150141,2008,139.373,barnstable town,ma
12700,"barnstable town, ma (metropolitan statistical area)",other services,4.234627083107762,2008,101.662,barnstable town,ma
12940,"baton rouge, la (metropolitan statistical area)",all items,-0.7887196986768819,2008,93.116,baton rouge,la
12940,"baton rouge, la (metropolitan statistical area)",goods,-0.7423936378345776,2008,96.462,baton rouge,la
12940,"baton rouge, la (metropolitan statistical area)",housing,-1.4315301350770522,2008,74.53,baton rouge,la
12940,"baton rouge, la (metropolitan statistical area)",utilities,8.04876458700046,2008,87.336,baton rouge,la
12940,"baton rouge, la (metropolitan statistical area)",other services,-2.0669083750966735,2008,97.615,baton rouge,la
12980,"battle creek, mi (metropolitan statistical area)",all items,-1.5078480900958586,2008,94.66,battle creek,mi
12980,"battle creek, mi (metropolitan statistical area)",goods,-1.9156228977800525,2008,99.033,battle creek,mi
12980,"battle creek, mi (metropolitan statistical area)",housing,-7.402141555960365,2008,75.643,battle creek,mi
12980,"battle creek, mi (metropolitan statistical area)",utilities,-5.841574268304864,2008,93.695,battle creek,mi
12980,"battle creek, mi (metropolitan statistical area)",other services,0.25165210630766527,2008,100.171,battle creek,mi
13020,"bay city, mi (metropolitan statistical area)",all items,-0.7943930499059103,2008,94.169,bay city,mi
13020,"bay city, mi (metropolitan statistical area)",goods,-1.9156228977800525,2008,99.033,bay city,mi
13020,"bay city, mi (metropolitan statistical area)",housing,-9.073840166592694,2008,68.04,bay city,mi
13020,"bay city, mi (metropolitan statistical area)",utilities,-6.120229385010874,2008,95.85,bay city,mi
13020,"bay city, mi (metropolitan statistical area)",other services,0.25165210630766527,2008,100.171,bay city,mi
13140,"beaumont-port arthur, tx (metropolitan statistical area)",all items,1.203951088101281,2008,93.352,beaumont-port arthur,tx
13140,"beaumont-port arthur, tx (metropolitan statistical area)",goods,-2.830737279335409,2008,97.109,beaumont-port arthur,tx
13140,"beaumont-port arthur, tx (metropolitan statistical area)",housing,16.512229199119954,2008,71.646,beaumont-port arthur,tx
13140,"beaumont-port arthur, tx (metropolitan statistical area)",utilities,2.4450934579439294,2008,101.027,beaumont-port arthur,tx
13140,"beaumont-port arthur, tx (metropolitan statistical area)",other services,-2.223362924492223,2008,98.365,beaumont-port arthur,tx
13220,"beckley, wv (metropolitan statistical area)",all items,5.7025842454434414,2008,83.426,beckley,wv
13220,"beckley, wv (metropolitan statistical area)",goods,-0.7828529940970356,2008,94.973,beckley,wv
13220,"beckley, wv (metropolitan statistical area)",housing,10.130677759569735,2008,51.302,beckley,wv
13220,"beckley, wv (metropolitan statistical area)",utilities,-2.506130680906667,2008,66.452,beckley,wv
13220,"beckley, wv (metropolitan statistical area)",other services,5.467687608527379,2008,95.626,beckley,wv
13380,"bellingham, wa (metropolitan statistical area)",all items,2.444190815181647,2008,96.103,bellingham,wa
13380,"bellingham, wa (metropolitan statistical area)",goods,4.765376903224568,2008,95.381,bellingham,wa
13380,"bellingham, wa (metropolitan statistical area)",housing,-0.919315580408436,2008,96.6,bellingham,wa
13380,"bellingham, wa (metropolitan statistical area)",utilities,-7.2201342573483,2008,75.746,bellingham,wa
13380,"bellingham, wa (metropolitan statistical area)",other services,3.2734312946783133,2008,98.101,bellingham,wa
13460,"bend, or (metropolitan statistical area)",all items,3.5326269358009275,2008,100.501,bend,or
13460,"bend, or (metropolitan statistical area)",goods,4.47493747544534,2008,102.253,bend,or
13460,"bend, or (metropolitan statistical area)",housing,2.4441153289855473,2008,97.985,bend,or
13460,"bend, or (metropolitan statistical area)",utilities,-4.9399099711228045,2008,74.09,bend,or
13460,"bend, or (metropolitan statistical area)",other services,4.1644250503118405,2008,102.465,bend,or
13740,"billings, mt (metropolitan statistical area)",all items,-0.4773735773725053,2008,94.937,billings,mt
13740,"billings, mt (metropolitan statistical area)",goods,0.38924717717530183,2008,95.476,billings,mt
13740,"billings, mt (metropolitan statistical area)",housing,9.467621669294697,2008,82.559,billings,mt
13740,"billings, mt (metropolitan statistical area)",utilities,-8.31029476740516,2008,79.747,billings,mt
13740,"billings, mt (metropolitan statistical area)",other services,-3.6548508043995365,2008,98.951,billings,mt
13780,"binghamton, ny (metropolitan statistical area)",all items,-5.196532209015856,2008,97.272,binghamton,ny
13780,"binghamton, ny (metropolitan statistical area)",goods,-2.126385449230643,2008,101.337,binghamton,ny
13780,"binghamton, ny (metropolitan statistical area)",housing,-15.480701418855123,2008,74.577,binghamton,ny
13780,"binghamton, ny (metropolitan statistical area)",utilities,-1.3177457943078885,2008,141.258,binghamton,ny
13780,"binghamton, ny (metropolitan statistical area)",other services,-2.8322834091890994,2008,101.171,binghamton,ny
13820,"birmingham-hoover, al (metropolitan statistical area)",all items,-0.7501524257468785,2008,93.064,birmingham-hoover,al
13820,"birmingham-hoover, al (metropolitan statistical area)",goods,0.2670453341245738,2008,96.625,birmingham-hoover,al
13820,"birmingham-hoover, al (metropolitan statistical area)",housing,-7.864095452404639,2008,72.636,birmingham-hoover,al
13820,"birmingham-hoover, al (metropolitan statistical area)",utilities,3.636082498751103,2008,93.621,birmingham-hoover,al
13820,"birmingham-hoover, al (metropolitan statistical area)",other services,0.43105681453158506,2008,98.362,birmingham-hoover,al
13900,"bismarck, nd (metropolitan statistical area)",all items,-1.8660977869717925,2008,90.138,bismarck,nd
13900,"bismarck, nd (metropolitan statistical area)",goods,-2.3575516297586474,2008,99.2,bismarck,nd
13900,"bismarck, nd (metropolitan statistical area)",housing,6.730352303523033,2008,53.295,bismarck,nd
13900,"bismarck, nd (metropolitan statistical area)",utilities,1.526271128133389,2008,78.903,bismarck,nd
13900,"bismarck, nd (metropolitan statistical area)",other services,-4.0809352704228,2008,100.273,bismarck,nd
13980,"blacksburg-christiansburg, va (metropolitan statistical area)",all items,2.3327909942394793,2008,87.827,blacksburg-christiansburg,va
13980,"blacksburg-christiansburg, va (metropolitan statistical area)",goods,0.5196632162428773,2008,93.077,blacksburg-christiansburg,va
13980,"blacksburg-christiansburg, va (metropolitan statistical area)",housing,-2.1924403934291194,2008,65.921,blacksburg-christiansburg,va
13980,"blacksburg-christiansburg, va (metropolitan statistical area)",utilities,-0.34360799588118346,2008,77.638,blacksburg-christiansburg,va
13980,"blacksburg-christiansburg, va (metropolitan statistical area)",other services,4.695374062345471,2008,94.84,blacksburg-christiansburg,va
14010,"bloomington, il (metropolitan statistical area)",all items,-0.3398644857796359,2008,96.964,bloomington,il
14010,"bloomington, il (metropolitan statistical area)",goods,-3.7716182007700723,2008,98.754,bloomington,il
14010,"bloomington, il (metropolitan statistical area)",housing,3.6651991725454773,2008,83.714,bloomington,il
14010,"bloomington, il (metropolitan statistical area)",utilities,6.909103015103259,2008,98.175,bloomington,il
14010,"bloomington, il (metropolitan statistical area)",other services,0.1226868418362177,2008,100.013,bloomington,il
14020,"bloomington, in (metropolitan statistical area)",all items,-0.4817729243616539,2008,94.325,bloomington,in
14020,"bloomington, in (metropolitan statistical area)",goods,-1.0353156489077568,2008,95.117,bloomington,in
14020,"bloomington, in (metropolitan statistical area)",housing,-0.9539671071161911,2008,83.608,bloomington,in
14020,"bloomington, in (metropolitan statistical area)",utilities,-3.462432391337405,2008,87.031,bloomington,in
14020,"bloomington, in (metropolitan statistical area)",other services,-0.19278294486202932,2008,98.853,bloomington,in
14100,"bloomsburg-berwick, pa (metropolitan statistical area)",all items,-2.490729498244349,2008,94.625,bloomsburg-berwick,pa
14100,"bloomsburg-berwick, pa (metropolitan statistical area)",goods,-1.0706507976702841,2008,101.025,bloomsburg-berwick,pa
14100,"bloomsburg-berwick, pa (metropolitan statistical area)",housing,-6.214418819345913,2008,66.073,bloomsburg-berwick,pa
14100,"bloomsburg-berwick, pa (metropolitan statistical area)",utilities,-0.0231042927775902,2008,110.406,bloomsburg-berwick,pa
14100,"bloomsburg-berwick, pa (metropolitan statistical area)",other services,-2.746527812748647,2008,101.318,bloomsburg-berwick,pa
14260,"boise city, id (metropolitan statistical area)",all items,0.6043844568548543,2008,95.231,boise city,id
14260,"boise city, id (metropolitan statistical area)",goods,0.46217030975914386,2008,95.117,boise city,id
14260,"boise city, id (metropolitan statistical area)",housing,15.951704706188535,2008,93.112,boise city,id
14260,"boise city, id (metropolitan statistical area)",utilities,-11.271626182186834,2008,70.184,boise city,id
14260,"boise city, id (metropolitan statistical area)",other services,-4.023210831721469,2008,98.248,boise city,id
14460,"boston-cambridge-newton, ma-nh (metropolitan statistical area)",all items,-0.40122770339398395,2008,107.889,boston-cambridge-newton,ma-nh
14460,"boston-cambridge-newton, ma-nh (metropolitan statistical area)",goods,1.714053389760036,2008,97.992,boston-cambridge-newton,ma-nh
14460,"boston-cambridge-newton, ma-nh (metropolitan statistical area)",housing,-4.05050846808429,2008,142.647,boston-cambridge-newton,ma-nh
14460,"boston-cambridge-newton, ma-nh (metropolitan statistical area)",utilities,-5.918028095258389,2008,151.409,boston-cambridge-newton,ma-nh
14460,"boston-cambridge-newton, ma-nh (metropolitan statistical area)",other services,0.12402892085224684,2008,105.973,boston-cambridge-newton,ma-nh
14500,"boulder, co (metropolitan statistical area)",all items,-1.6946483752238946,2008,108.489,boulder,co
14500,"boulder, co (metropolitan statistical area)",goods,0.22594987453013748,2008,108.122,boulder,co
14500,"boulder, co (metropolitan statistical area)",housing,2.956180420689849,2008,145.682,boulder,co
14500,"boulder, co (metropolitan statistical area)",utilities,0.8896309105002624,2008,78.789,boulder,co
14500,"boulder, co (metropolitan statistical area)",other services,-3.1140077533300166,2008,101.182,boulder,co
14540,"bowling green, ky (metropolitan statistical area)",all items,-0.17886287924519484,2008,86.581,bowling green,ky
14540,"bowling green, ky (metropolitan statistical area)",goods,-0.31237094844289703,2008,95.298,bowling green,ky
14540,"bowling green, ky (metropolitan statistical area)",housing,-2.7207226583503616,2008,57.264,bowling green,ky
14540,"bowling green, ky (metropolitan statistical area)",utilities,4.795773740497351,2008,70.247,bowling green,ky
14540,"bowling green, ky (metropolitan statistical area)",other services,0.4528976098224691,2008,95.368,bowling green,ky
14740,"bremerton-silverdale-port orchard, wa (metropolitan statistical area)",all items,3.2977783687774798,2008,107.005,bremerton-silverdale-port orchard,wa
14740,"bremerton-silverdale-port orchard, wa (metropolitan statistical area)",goods,4.765376903224568,2008,108.407,bremerton-silverdale-port orchard,wa
14740,"bremerton-silverdale-port orchard, wa (metropolitan statistical area)",housing,4.655982648511874,2008,121.293,bremerton-silverdale-port orchard,wa
14740,"bremerton-silverdale-port orchard, wa (metropolitan statistical area)",utilities,-7.71977096665543,2008,81.055,bremerton-silverdale-port orchard,wa
14740,"bremerton-silverdale-port orchard, wa (metropolitan statistical area)",other services,3.2734312946783133,2008,103.485,bremerton-silverdale-port orchard,wa
14860,"bridgeport-stamford-norwalk, ct (metropolitan statistical area)",all items,0.9728109455023517,2008,117.165,bridgeport-stamford-norwalk,ct
14860,"bridgeport-stamford-norwalk, ct (metropolitan statistical area)",goods,2.1984233529488924,2008,117.765,bridgeport-stamford-norwalk,ct
14860,"bridgeport-stamford-norwalk, ct (metropolitan statistical area)",housing,-5.064795217407464,2008,160.791,bridgeport-stamford-norwalk,ct
14860,"bridgeport-stamford-norwalk, ct (metropolitan statistical area)",utilities,-12.152097462949007,2008,156.639,bridgeport-stamford-norwalk,ct
14860,"bridgeport-stamford-norwalk, ct (metropolitan statistical area)",other services,2.559373963273023,2008,107.533,bridgeport-stamford-norwalk,ct
15180,"brownsville-harlingen, tx (metropolitan statistical area)",all items,0.41611322041072185,2008,85.002,brownsville-harlingen,tx
15180,"brownsville-harlingen, tx (metropolitan statistical area)",goods,-2.830737279335409,2008,97.109,brownsville-harlingen,tx
15180,"brownsville-harlingen, tx (metropolitan statistical area)",housing,9.600371184765287,2008,49.89,brownsville-harlingen,tx
15180,"brownsville-harlingen, tx (metropolitan statistical area)",utilities,0.7221530729668102,2008,100.915,brownsville-harlingen,tx
15180,"brownsville-harlingen, tx (metropolitan statistical area)",other services,-2.223362924492223,2008,98.365,brownsville-harlingen,tx
15260,"brunswick, ga (metropolitan statistical area)",all items,2.871135873472319,2008,88.161,brunswick,ga
15260,"brunswick, ga (metropolitan statistical area)",goods,0.026247821430827212,2008,94.011,brunswick,ga
15260,"brunswick, ga (metropolitan statistical area)",housing,-1.5239487907330185,2008,68.06,brunswick,ga
15260,"brunswick, ga (metropolitan statistical area)",utilities,1.4519702925096616,2008,79.525,brunswick,ga
15260,"brunswick, ga (metropolitan statistical area)",other services,4.5145421865310045,2008,95.034,brunswick,ga
15380,"buffalo-cheektowaga, ny (metropolitan statistical area)",all items,-0.45065583678835835,2008,97.276,buffalo-cheektowaga,ny
15380,"buffalo-cheektowaga, ny (metropolitan statistical area)",goods,-2.126385449230643,2008,101.337,buffalo-cheektowaga,ny
15380,"buffalo-cheektowaga, ny (metropolitan statistical area)",housing,10.744104188665963,2008,73.419,buffalo-cheektowaga,ny
